,argu,loss_fun,class_weight,nl,opt,epochs,error
1040,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",Adam,300.0,146.07521730995646
1041,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",RMSprop,100.0,174.715443409992
1042,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",RMSprop,200.0,190.21961241829885
1043,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[60, 40]",RMSprop,300.0,167.92470159120737
1044,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",SGD,100.0,937881806.245166
1045,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",SGD,200.0,
1046,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",SGD,300.0,510810793.7836645
1047,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",Adam,100.0,188.97775935733512
1048,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",Adam,200.0,128.56110889483844
1049,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",Adam,300.0,146.8668778151316
1050,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",RMSprop,100.0,268.70127913663373
1051,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",RMSprop,200.0,225.69689434123651
1052,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[80, 60, 40]",RMSprop,300.0,170.95238966000647
1053,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",SGD,100.0,
1054,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",SGD,200.0,172805208.6918239
1055,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",SGD,300.0,
1056,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",Adam,100.0,176.48453252137693
1057,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",Adam,200.0,210.35338258061245
1058,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",Adam,300.0,151.5154708571151
1059,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,100.0,188.1862720306555
1060,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,200.0,175.40924277186096
1061,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,300.0,188.85791131420592
1062,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",SGD,100.0,
1063,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",SGD,200.0,
1064,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",SGD,300.0,1357219439.856743
1065,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",Adam,100.0,157.27068552249378
1066,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",Adam,200.0,159.75728863218782
1067,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",Adam,300.0,197.53445857167856
1068,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",RMSprop,100.0,201.30927020396857
1069,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",RMSprop,200.0,177.87425411925426
1070,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 40]",RMSprop,300.0,170.20513872263447
1071,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",SGD,100.0,
1072,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",SGD,200.0,
1073,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",SGD,300.0,
1074,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",Adam,100.0,195.49750600560301
1075,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",Adam,200.0,136.62292949606828
1076,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",Adam,300.0,155.2155516287338
1077,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",RMSprop,100.0,132.03535327693535
1078,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",RMSprop,200.0,217.03668908636524
1079,1.0,mae,"{0: 100000000.0, 1: 10000.0, 2: 1.0}","[90, 70]",RMSprop,300.0,159.54626756831576
1080,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",SGD,100.0,436.6351054143375
1081,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",SGD,200.0,634.4248517454553
1082,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",SGD,300.0,377.07357661635257
1083,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",Adam,100.0,558.7249517431173
1084,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",Adam,200.0,289.62429642552246
1085,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",Adam,300.0,283.36829799361175
1086,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",RMSprop,100.0,422.00769772120384
1087,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",RMSprop,200.0,281.81026285468164
1088,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[30, 10]",RMSprop,300.0,335.47009713630746
1089,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",SGD,100.0,632.8484947300507
1090,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",SGD,200.0,527.8265965042814
1091,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",SGD,300.0,
1092,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",Adam,100.0,343.5602506965061
1093,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",Adam,200.0,410.0246523377218
1094,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",Adam,300.0,305.48314450072616
1095,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",RMSprop,100.0,326.8169539486088
1096,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",RMSprop,200.0,266.9435229301708
1097,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[50, 30, 10]",RMSprop,300.0,392.58500045597395
1098,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",SGD,100.0,760467.7106160689
1099,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",SGD,200.0,433.62841325582167
1100,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",SGD,300.0,510.7783172872832
1101,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",Adam,100.0,475.54503952969054
1102,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",Adam,200.0,289.01074950251945
1103,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",Adam,300.0,345.7576843764492
1104,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,100.0,306.98577630939764
1105,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,200.0,342.3309140839653
1106,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,300.0,377.5296819937653
1107,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",SGD,100.0,442.88078123498514
1108,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",SGD,200.0,425.8587938026799
1109,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",SGD,300.0,560.2300237362816
1110,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",Adam,100.0,403.40242825508255
1111,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",Adam,200.0,306.1156977346521
1112,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",Adam,300.0,311.2894227892486
1113,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,100.0,269.2069892471431
1114,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,200.0,409.8089779261351
1115,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,300.0,245.44643937482817
1116,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",SGD,100.0,431.8834352476386
1117,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",SGD,200.0,437.004721555914
1118,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",SGD,300.0,419.9572944585691
1119,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",Adam,100.0,416.3282456110077
1120,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",Adam,200.0,360.98160631515407
1121,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",Adam,300.0,250.6248349139473
1122,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",RMSprop,100.0,406.2759285225349
1123,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",RMSprop,200.0,396.87392258638783
1124,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",RMSprop,300.0,428.8525022397383
1125,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",SGD,100.0,960.0415688465963
1126,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",SGD,200.0,335.5453937892793
1127,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",SGD,300.0,437.11502338901175
1128,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",Adam,100.0,282.8513125667555
1129,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",Adam,200.0,294.17422369427675
1130,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",Adam,300.0,363.6070103060352
1131,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,100.0,348.84695789295887
1132,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,200.0,288.5369116976402
1133,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,300.0,430.68369974408176
1134,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",SGD,100.0,567.2618072952072
1135,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",SGD,200.0,563.5666789990955
1136,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",SGD,300.0,434.0780133008422
1137,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",Adam,100.0,429.0341831230557
1138,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",Adam,200.0,344.57380561001486
1139,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",Adam,300.0,323.62508918917354
1140,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",RMSprop,100.0,422.6514278651246
1141,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",RMSprop,200.0,240.5294613376387
1142,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",RMSprop,300.0,374.64651770865083
1143,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",SGD,100.0,508.20716656932075
1144,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",SGD,200.0,421.43350497371927
1145,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",SGD,300.0,301.5508995370592
1146,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",Adam,100.0,357.7110129006087
1147,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",Adam,200.0,252.07115841529904
1148,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",Adam,300.0,311.9357036915757
1149,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",RMSprop,100.0,289.6532642301056
1150,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",RMSprop,200.0,363.3305301335359
1151,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",RMSprop,300.0,274.5846462948936
1152,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",SGD,100.0,455.52090569562586
1153,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",SGD,200.0,566.796375689696
1154,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",SGD,300.0,435.74136449124615
1155,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",Adam,100.0,360.6473996297515
1156,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",Adam,200.0,349.4973222740441
1157,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",Adam,300.0,438.60302119086026
1158,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,100.0,431.3169407004151
1159,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,200.0,306.08050261045645
1160,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,300.0,436.4565631885086
1161,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",SGD,100.0,
1162,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",SGD,200.0,505.93047924043526
1163,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",SGD,300.0,434.52624515364954
1164,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",Adam,100.0,379.15905012877926
1165,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",Adam,200.0,323.29808580969075
1166,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",Adam,300.0,323.67092802276824
1167,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",RMSprop,100.0,340.81261961237203
1168,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",RMSprop,200.0,401.0265531024337
1169,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",RMSprop,300.0,362.88604163831656
1170,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",SGD,100.0,532.3888057365536
1171,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",SGD,200.0,450.81770864501664
1172,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",SGD,300.0,
1173,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",Adam,100.0,271.9959894751076
1174,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",Adam,200.0,272.31770745951695
1175,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",Adam,300.0,524.1351317416489
1176,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",RMSprop,100.0,365.4202488748416
1177,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",RMSprop,200.0,431.05767072532
1178,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",RMSprop,300.0,459.62701509651447
1179,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",SGD,100.0,693.3140864645867
1180,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",SGD,200.0,
1181,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",SGD,300.0,418.6143514974529
1182,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",Adam,100.0,479.51228926132086
1183,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",Adam,200.0,397.4192416634607
1184,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",Adam,300.0,345.87887187561665
1185,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",RMSprop,100.0,308.36516872252236
1186,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",RMSprop,200.0,373.8890622725765
1187,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",RMSprop,300.0,356.1129994655079
1188,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",SGD,100.0,
1189,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",SGD,200.0,
1190,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",SGD,300.0,
1191,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",Adam,100.0,344.02568805631716
1192,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",Adam,200.0,416.71641110792996
1193,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",Adam,300.0,445.51511373240146
1194,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,100.0,370.8698077346673
1195,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,200.0,401.4110979724049
1196,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,300.0,421.7842568853888
1197,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",SGD,100.0,
1198,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",SGD,200.0,307.3959544101482
1199,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",SGD,300.0,
1200,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",Adam,100.0,226.35714212307957
1201,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",Adam,200.0,503.401784076244
1202,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",Adam,300.0,406.70444007323823
1203,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",RMSprop,100.0,452.08623682165353
1204,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",RMSprop,200.0,343.127539475265
1205,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",RMSprop,300.0,282.7906452640696
1206,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",SGD,100.0,
1207,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",SGD,200.0,
1208,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",SGD,300.0,
1209,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",Adam,100.0,278.5879768385138
1210,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",Adam,200.0,362.0077960057799
1211,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",Adam,300.0,449.90511663516173
1212,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",RMSprop,100.0,423.4896097973689
1213,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",RMSprop,200.0,366.4229223909168
1214,2.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",RMSprop,300.0,492.6815197478522
1215,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",SGD,100.0,
1216,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",SGD,200.0,
1217,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",SGD,300.0,
1218,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",Adam,100.0,497.86691563657655
1219,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",Adam,200.0,547.8403895265942
1220,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",Adam,300.0,316.86378433047196
1221,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",RMSprop,100.0,292.2376201158715
1222,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",RMSprop,200.0,294.0444552856628
1223,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",RMSprop,300.0,152.5914453256682
1224,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",SGD,100.0,
1225,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",SGD,200.0,
1226,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",SGD,300.0,
1227,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",Adam,100.0,275.5081493390294
1228,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",Adam,200.0,190.39999581080238
1229,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",Adam,300.0,314.68348334895785
1230,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",RMSprop,100.0,374.500575828362
1231,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",RMSprop,200.0,182.35717182716485
1232,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",RMSprop,300.0,116.79220966400894
1233,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",SGD,100.0,
1234,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",SGD,200.0,
1235,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",SGD,300.0,
1236,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",Adam,100.0,434.39307718512174
1237,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",Adam,200.0,241.3408379414885
1238,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",Adam,300.0,234.9883317218101
1239,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,100.0,200.396442342273
1240,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,200.0,240.78553252216955
1241,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,300.0,135.48585105920682
1242,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",SGD,100.0,
1243,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",SGD,200.0,
1244,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",SGD,300.0,
1245,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",Adam,100.0,205.48800714331477
1246,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",Adam,200.0,239.82747948612766
1247,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",Adam,300.0,144.15335390793155
1248,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,100.0,417.59159808323096
1249,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,200.0,142.93721689441816
1250,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,300.0,216.2996454852666
1251,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",SGD,100.0,
1252,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",SGD,200.0,
1253,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",SGD,300.0,
1254,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",Adam,100.0,291.9709417204238
1255,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",Adam,200.0,272.63208705817516
1256,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",Adam,300.0,233.13732874077365
1257,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",RMSprop,100.0,175.32058245102516
1258,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",RMSprop,200.0,139.1741595590489
1259,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",RMSprop,300.0,183.81324442617196
1260,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",SGD,100.0,
1261,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",SGD,200.0,
1262,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",SGD,300.0,
1263,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",Adam,100.0,214.12480993472414
1264,2.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",Adam,200.0,157.12659400015073
