,argu,loss_fun,class_weight,nl,opt,epochs,error
2187,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",SGD,100.0,
2188,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",SGD,200.0,
2189,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",SGD,300.0,407.60864344932116
2190,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",Adam,100.0,596.2491935747345
2191,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",Adam,200.0,493.653987505832
2192,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",Adam,300.0,365.5549157232012
2193,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,100.0,348.6126328999867
2194,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,200.0,418.8493482734046
2195,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,300.0,569.7487731920746
2196,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",SGD,100.0,463.6835186400367
2197,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",SGD,200.0,540.0530871325806
2198,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",SGD,300.0,444.46914474482276
2199,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",Adam,100.0,396.0948163995287
2200,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",Adam,200.0,655.4598097269514
2201,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",Adam,300.0,410.66143832919977
2202,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",RMSprop,100.0,598.5296863668427
2203,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",RMSprop,200.0,365.85919029645527
2204,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 30, 10]",RMSprop,300.0,553.3898790453194
2205,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",SGD,100.0,475.7318581146635
2206,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",SGD,200.0,498.3502517122738
2207,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",SGD,300.0,11092358951.355099
2208,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",Adam,100.0,372.5277453381987
2209,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",Adam,200.0,460.2194879645354
2210,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",Adam,300.0,419.8547741682639
2211,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,100.0,526.593808278162
2212,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,200.0,414.2662269020373
2213,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,300.0,384.86400443336606
2214,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",SGD,100.0,964988.0559964003
2215,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",SGD,200.0,
2216,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",SGD,300.0,524.4953758339401
2217,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",Adam,100.0,378.97169153511715
2218,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",Adam,200.0,481.0398992524301
2219,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",Adam,300.0,397.57375185361843
2220,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",RMSprop,100.0,394.5075805606328
2221,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",RMSprop,200.0,288.58658853541885
2222,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 10]",RMSprop,300.0,240.1582891151129
2223,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",SGD,100.0,448.77982934155824
2224,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",SGD,200.0,362.1735685507051
2225,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",SGD,300.0,
2226,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",Adam,100.0,533.4603564009411
2227,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",Adam,200.0,326.42754836928174
2228,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",Adam,300.0,332.68620365787444
2229,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",RMSprop,100.0,439.74000454865774
2230,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",RMSprop,200.0,415.6515456124827
2231,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 10]",RMSprop,300.0,267.54483443875125
2232,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",SGD,100.0,6507.400704566409
2233,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",SGD,200.0,454.9582922382556
2234,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",SGD,300.0,435.0584609705193
2235,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",Adam,100.0,751.0880750563477
2236,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",Adam,200.0,427.78276613143237
2237,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",Adam,300.0,356.15781409427325
2238,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,100.0,312.46820434226044
2239,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,200.0,243.34806531074454
2240,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,300.0,289.5443359709068
2241,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",SGD,100.0,
2242,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",SGD,200.0,
2243,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",SGD,300.0,
2244,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",Adam,100.0,397.94275853226446
2245,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",Adam,200.0,441.93068807299784
2246,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",Adam,300.0,485.29902245767727
2247,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",RMSprop,100.0,360.51839896867546
2248,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",RMSprop,200.0,381.26808977281127
2249,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 10]",RMSprop,300.0,370.1690628172422
2250,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",SGD,100.0,
2251,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",SGD,200.0,
2252,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",SGD,300.0,
2253,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",Adam,100.0,442.55727535418845
2254,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",Adam,200.0,301.179107530448
2255,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",Adam,300.0,247.56578317046717
2256,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",RMSprop,100.0,543.6996884936264
2257,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",RMSprop,200.0,464.17700241890776
2258,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[60, 40]",RMSprop,300.0,352.31233483072157
2259,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",SGD,100.0,
2260,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",SGD,200.0,
2261,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",SGD,300.0,
2262,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",Adam,100.0,483.8448585418138
2263,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",Adam,200.0,426.3057066199966
2264,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",Adam,300.0,241.98145096455664
2265,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",RMSprop,100.0,377.94705186432617
2266,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",RMSprop,200.0,545.4593527363362
2267,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[80, 60, 40]",RMSprop,300.0,455.9575367259145
2268,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",SGD,100.0,
2269,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",SGD,200.0,
2270,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",SGD,300.0,
2271,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",Adam,100.0,428.8187333383856
2272,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",Adam,200.0,412.77222648654197
2273,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",Adam,300.0,283.96264168103903
2274,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,100.0,598.8542962826407
2275,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,200.0,401.900882810867
2276,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,300.0,441.4422228129115
2277,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",SGD,100.0,
2278,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",SGD,200.0,
2279,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",SGD,300.0,
2280,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",Adam,100.0,553.6672057451035
2281,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",Adam,200.0,331.7782506875894
2282,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",Adam,300.0,415.20760543453827
2283,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",RMSprop,100.0,411.5469435785212
2284,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",RMSprop,200.0,320.1831386297382
2285,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 40]",RMSprop,300.0,281.1065080207062
2286,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",SGD,100.0,
2287,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",SGD,200.0,
2288,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",SGD,300.0,
2289,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",Adam,100.0,497.35148395147905
2290,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",Adam,200.0,474.66904098193044
2291,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",Adam,300.0,398.25587581590094
2292,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",RMSprop,100.0,594.7257531532223
2293,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",RMSprop,200.0,416.1527890726867
2294,3.0,mse,"{0: 1.0, 1: 1.0, 2: 1.0}","[90, 70]",RMSprop,300.0,497.041231354316
2295,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",SGD,100.0,
2296,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",SGD,200.0,
2297,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",SGD,300.0,
2298,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",Adam,100.0,685.9808016239951
2299,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",Adam,200.0,288.16856770386835
2300,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",Adam,300.0,426.21147590679215
2301,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",RMSprop,100.0,464.621553671102
2302,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",RMSprop,200.0,253.28746426299193
2303,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[30, 10]",RMSprop,300.0,185.1660318553729
2304,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",SGD,100.0,
2305,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",SGD,200.0,
2306,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",SGD,300.0,
2307,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",Adam,100.0,479.39813378678025
2308,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",Adam,200.0,302.3174336102488
2309,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",Adam,300.0,234.78056970291095
2310,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",RMSprop,100.0,300.3367448757749
2311,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",RMSprop,200.0,319.6607059581067
2312,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[50, 30, 10]",RMSprop,300.0,98.4231722870121
2313,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",SGD,100.0,
2314,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",SGD,200.0,
2315,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",SGD,300.0,
2316,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",Adam,100.0,233.17308793731436
2317,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",Adam,200.0,307.8330049045529
2318,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",Adam,300.0,435.1151623183499
2319,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,100.0,272.04893881551
2320,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,200.0,208.5117823092249
2321,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[70, 50, 30, 10]",RMSprop,300.0,323.7395236011366
2322,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",SGD,100.0,
2323,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",SGD,200.0,
2324,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",SGD,300.0,
2325,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",Adam,100.0,678.4939270227259
2326,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",Adam,200.0,285.86005918974405
2327,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",Adam,300.0,204.3889715431394
2328,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,100.0,235.23871081045021
2329,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,200.0,357.72766847406325
2330,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 50, 30, 10]",RMSprop,300.0,414.2701656736561
2331,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",SGD,100.0,
2332,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",SGD,200.0,
2333,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",SGD,300.0,
2334,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",Adam,100.0,701.0688891185606
2335,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",Adam,200.0,648.8236590590637
2336,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",Adam,300.0,299.57550802112974
2337,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",RMSprop,100.0,255.5250045272538
2338,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",RMSprop,200.0,193.72937214415188
2339,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 30, 10]",RMSprop,300.0,371.7677961336455
2340,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",SGD,100.0,
2341,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",SGD,200.0,
2342,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",SGD,300.0,
2343,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",Adam,100.0,711.5429000676365
2344,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",Adam,200.0,221.5711868290368
2345,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",Adam,300.0,256.3182140968712
2346,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,100.0,271.69696514104743
2347,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,200.0,167.72989753698394
2348,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 30, 10]",RMSprop,300.0,360.79540435031737
2349,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 10]",SGD,100.0,
2350,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 10]",SGD,200.0,
2351,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 10]",SGD,300.0,
2352,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 10]",Adam,100.0,484.0282174744605
2353,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 10]",Adam,200.0,293.6031793204238
2354,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 10]",Adam,300.0,461.3292261513183
2355,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 10]",RMSprop,100.0,319.3291153587306
2356,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 10]",RMSprop,200.0,159.7328136201167
2357,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 10]",RMSprop,300.0,286.1101741342516
2358,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 10]",SGD,100.0,
2359,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 10]",SGD,200.0,
2360,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 10]",SGD,300.0,
2361,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 10]",Adam,100.0,339.89692731068874
2362,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 10]",Adam,200.0,295.8604995346627
2363,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 10]",Adam,300.0,220.36188782776748
2364,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 10]",RMSprop,100.0,328.8500472911595
2365,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 10]",RMSprop,200.0,406.3167317437663
2366,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 10]",RMSprop,300.0,339.73363933111165
2367,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 10]",SGD,100.0,
2368,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 10]",SGD,200.0,
2369,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 10]",SGD,300.0,
2370,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 10]",Adam,100.0,564.3406888626923
2371,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 10]",Adam,200.0,297.3045128025228
2372,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 10]",Adam,300.0,330.87614996267547
2373,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,100.0,465.309593841969
2374,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,200.0,222.17389933226767
2375,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 10]",RMSprop,300.0,172.9316466675152
2376,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 10]",SGD,100.0,
2377,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 10]",SGD,200.0,
2378,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 10]",SGD,300.0,
2379,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 10]",Adam,100.0,344.5104972673925
2380,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 10]",Adam,200.0,454.015366873025
2381,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 10]",Adam,300.0,155.73976292283282
2382,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 10]",RMSprop,100.0,323.1364864770385
2383,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 10]",RMSprop,200.0,191.39171518094378
2384,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 10]",RMSprop,300.0,147.50614781478131
2385,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 40]",SGD,100.0,
2386,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 40]",SGD,200.0,
2387,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 40]",SGD,300.0,
2388,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 40]",Adam,100.0,452.4338847316622
2389,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 40]",Adam,200.0,606.0727762815137
2390,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 40]",Adam,300.0,350.81080025071657
2391,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 40]",RMSprop,100.0,411.81307443177343
2392,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 40]",RMSprop,200.0,441.6472348683772
2393,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[60, 40]",RMSprop,300.0,346.41427359774553
2394,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 40]",SGD,100.0,
2395,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 40]",SGD,200.0,
2396,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 40]",SGD,300.0,
2397,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 40]",Adam,100.0,472.02066647790747
2398,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 40]",Adam,200.0,379.08784491603495
2399,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 40]",Adam,300.0,400.32307164568863
2400,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 40]",RMSprop,100.0,261.2744409893739
2401,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 40]",RMSprop,200.0,344.06963519513863
2402,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[80, 60, 40]",RMSprop,300.0,259.4160729919084
2403,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 40]",SGD,100.0,
2404,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 40]",SGD,200.0,
2405,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 40]",SGD,300.0,
2406,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 40]",Adam,100.0,359.26759553392935
2407,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 40]",Adam,200.0,279.613480219309
2408,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 40]",Adam,300.0,305.4338036412236
2409,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,100.0,315.2705131352563
2410,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,200.0,287.3773271624053
2411,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[100, 80, 60, 40]",RMSprop,300.0,467.9059330570347
2412,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 40]",SGD,100.0,
2413,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 40]",SGD,200.0,
2414,3.0,mse,"{0: 10000.0, 1: 100.0, 2: 1.0}","[90, 40]",SGD,300.0,
